System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
107 1000.00 1180.38 98.462980 0.9982214535472403 0.998648 -1214345.708161 282.993265 40.102911 149.397734 -607.351654 5770.597999 -7.791 0.000 2.454208 3.230726 1.648 n/a n/a
126 10000.00 1207.50 73.927841 0.9922767997629809 0.993837 -883349.881766 218.110877 28.492677 112.951595 -134.818372 3963.524316 -7.477 0.000 2.590552 3.251662 1.368 n/a n/a
136 7000.00 1167.92 75.531229 0.9921687793175967 0.993829 -914825.056107 220.551308 29.511519 112.930476 -260.538842 4158.807805 -7.940 0.000 2.555107 3.247753 1.545 n/a n/a
108 1000.00 1178.38 98.287627 0.9982314878927505 0.998657 -1212497.669965 282.311516 40.033417 149.079566 -606.574204 5762.743205 -7.815 0.000 2.454095 3.231968 1.660 n/a n/a
136 4000.00 1138.63 81.521367 0.9916890543601230 0.993585 -1000759.773547 234.994534 32.607673 122.054845 -422.614266 4778.572369 -8.299 0.000 2.495296 3.239105 1.754 n/a n/a
127 10000.00 1205.50 73.357028 0.9923533545515865 0.993904 -876680.784547 216.441497 28.285407 109.508363 -134.202675 3950.222060 -7.500 0.000 2.589413 3.253021 1.373 n/a n/a
137 7000.00 1165.92 74.939869 0.9922459506189614 0.993895 -907818.797226 218.842683 29.295201 112.006163 -259.621856 4143.860057 -7.964 0.000 2.553849 3.249128 1.550 n/a n/a
137 4000.00 1136.63 80.844072 0.9917728393604492 0.993657 -992601.569845 233.065819 32.357473 120.998235 -421.316699 4760.418144 -8.324 0.000 2.493730 3.240447 1.760 n/a n/a
109 1000.00 1176.38 98.113572 0.9982414583886002 0.998665 -1210665.703333 281.633852 39.964396 148.763840 -605.798547 5754.927842 -7.839 0.000 2.453984 3.233218 1.672 n/a n/a
128 10000.00 1203.51 72.796243 0.9924287653617577 0.993969 -870130.923526 214.801882 28.081745 108.630942 -133.598640 3937.120801 -7.523 0.000 2.588280 3.254388 1.378 n/a n/a
138 7000.00 1163.92 74.358927 0.9923224409576880 0.993961 -900940.018571 217.163467 29.082668 111.098315 -258.717907 4129.133610 -7.988 0.000 2.552598 3.250511 1.556 n/a n/a
138 4000.00 1134.62 80.179185 0.9918557917958510 0.993727 -984597.388144 231.171649 32.111822 119.961163 -420.035531 4742.543454 -8.349 0.000 2.492172 3.241800 1.767 n/a n/a
129 10000.00 1201.51 72.245240 0.9925034941557050 0.994034 -863698.964420 213.190215 27.881604 107.768989 -133.006011 3924.215613 -7.546 0.000 2.587155 3.255764 1.383 n/a n/a
110 1000.00 1174.37 97.940805 0.9982513651847039 0.998673 -1208849.663591 280.960233 39.895842 148.450533 -605.024666 5747.151478 -7.863 0.000 2.453877 3.234475 1.684 n/a n/a
139 7000.00 1161.92 73.788183 0.9923982568960257 0.994026 -894185.997641 215.513023 28.873838 110.206577 -257.826719 4114.623594 -8.012 0.000 2.551353 3.251905 1.562 n/a n/a
139 4000.00 1132.62 79.526423 0.9919379253867375 0.993797 -976743.731343 229.311233 31.870618 118.943183 -418.770392 4724.941798 -8.374 0.000 2.490622 3.243163 1.774 n/a n/a
130 10000.00 1199.51 71.703811 0.9925775788571259 0.994098 -857382.403965 211.605894 27.684909 106.922174 -132.424547 3911.502164 -7.569 0.000 2.586035 3.257148 1.389 n/a n/a
111 1000.00 1172.37 97.769312 0.9982612084251072 0.998681 -1207049.407387 280.290619 39.827752 148.139622 -604.252545 5739.413684 -7.886 0.000 2.453772 3.235739 1.696 n/a n/a
140 7000.00 1159.92 73.227418 0.9924734046764939 0.994091 -887554.082385 213.890730 28.668632 109.330606 -256.948022 4100.325267 -8.036 0.000 2.550114 3.253308 1.568 n/a n/a
140 4000.00 1130.61 78.885513 0.9920192532991385 0.993866 -969037.203050 227.483799 31.633759 117.943865 -417.520925 4707.606862 -8.399 0.000 2.489079 3.244537 1.781 n/a n/a
131 10000.00 1197.51 71.171757 0.9926510214366464 0.994161 -851178.831412 210.048338 27.491587 106.090179 -131.854012 3898.976261 -7.592 0.000 2.584923 3.258542 1.394 n/a n/a
141 7000.00 1157.92 72.676424 0.9925478902533081 0.994155 -881041.688860 212.295985 28.466973 108.470067 -256.081553 4086.234010 -8.061 0.000 2.548883 3.254721 1.574 n/a n/a

141 4000.00 1128.61 78.256190 0.9920997881803587 0.993934 -961474.503887 225.688599 31.401149 116.962788 -416.286781 4690.532510 -8.425 0.000 2.487544 3.245922 1.788 n/a n/a
132 10000.00 1195.52 70.648883 0.9927238238875968 0.994224 -845085.893615 208.516983 27.301568 105.272692 -131.294180 3886.633818 -7.615 0.000 2.583817 3.259944 1.399 n/a n/a
113 1000.00 1168.37 97.430104 0.9982807047949757 0.998697 -1203495.678696 278.963240 39.692946 147.524899 -602.713523 5724.052110 -7.934 0.000 2.453572 3.238290 1.720 n/a n/a
142 7000.00 1155.92 72.134994 0.9926217192952032 0.994218 -874646.299009 210.728200 28.268787 107.624633 -255.227056 4072.345321 -8.085 0.000 2.547658 3.256144 1.579 n/a n/a
142 4000.00 1126.60 77.638196 0.9921795421837954 0.994002 -954052.427969 223.924907 31.172692 115.999546 -415.067621 4673.712782 -8.450 0.000 2.486017 3.247317 1.795 n/a n/a
133 10000.00 1193.52 70.134998 0.9927959882335766 0.994286 -839101.293453 207.011275 27.114783 104.469410 -130.744827 3874.470849 -7.638 0.000 2.582719 3.261355 1.404 n/a n/a
114 1000.00 1166.37 97.262366 0.9982903581949313 0.998705 -1201741.925954 278.305397 39.626221 147.221043 -601.946591 5716.427493 -7.958 0.000 2.453477 3.239576 1.732 n/a n/a
143 7000.00 1153.92 71.602929 0.9926948972203734 0.994280 -868365.458508 209.186802 28.074000 106.793988 -254.384283 4058.654812 -8.109 0.000 2.546439 3.257577 1.585 n/a n/a
134 10000.00 1191.52 69.629918 0.9928675165096489 0.994348 -833222.788295 205.530675 26.931165 103.680038 -130.205736 3862.483466 -7.661 0.000 2.581628 3.262775 1.410 n/a n/a
143 4000.00 1124.60 77.031280 0.9922585270043003 0.994069 -946767.859535 222.192014 30.948296 115.053742 -413.863118 4657.141884 -8.476 0.000 2.484499 3.248724 1.802 n/a n/a
115 1000.00 1164.36 97.095856 0.9982999485760506 0.998713 -1200003.396206 277.651398 39.559943 146.919495 -601.181357 5708.839768 -7.982 0.000 2.453384 3.240870 1.744 n/a n/a
135 10000.00 1189.53 69.133459 0.9929384107684506 0.994409 -827448.188507 204.074657 26.750649 102.904287 -129.676696 3850.667876 -7.684 0.000 2.580543 3.264204 1.415 n/a n/a
144 7000.00 1151.92 71.080033 0.9927674292191276 0.994343 -862196.774725 207.671230 27.882541 105.977820 -253.552989 4045.158205 -8.134 0.000 2.545228 3.259020 1.591 n/a n/a
144 4000.00 1122.59 76.435198 0.9923367538914299 0.994135 -939617.769747 220.489236 30.727872 114.124992 -412.672951 4640.814183 -8.501 0.000 2.482988 3.250143 1.809 n/a n/a
116 1000.00 1162.36 96.930562 0.9983094760651358 0.998720 -1198279.952438 277.001206 39.494107 146.620233 -600.417806 5701.288527 -8.007 0.000 2.453295 3.242171 1.757 n/a n/a
145 7000.00 1149.92 70.566117 0.9928393202501213 0.994404 -856137.914765 206.180942 27.694342 105.175828 -252.732939 4031.851330 -8.158 0.000 2.544024 3.260473 1.597 n/a n/a
136 10000.00 1187.53 68.645447 0.9930086730802669 0.994470 -821775.356000 202.642708 26.573170 102.141874 -129.157500 3839.020377 -7.707 0.000 2.579467 3.265642 1.420 n/a n/a
145 4000.00 1120.59 75.849714 0.9924142336968134 0.994200 -932599.213612 218.815903 30.511332 113.212922 -411.496811 4624.724202 -8.527 0.000 2.481486 3.251572 1.816 n/a n/a
117 1000.00 1160.36 96.766474 0.9983189407816038 0.998728 -1196571.458848 276.354780 39.428709 146.323236 -599.655924 5693.773362 -8.031 0.000 2.453208 3.243480 1.769 n/a n/a
146 7000.00 1147.92 70.060994 0.9929105750945090 0.994465 -850186.603574 204.715404 27.509333 104.387716 -251.923901 4018.730120 -8.183 0.000 2.542828 3.261937 1.603 n/a n/a
137 10000.00 1185.53 68.165707 0.9930783055284210 0.994529 -816202.202832 201.234325 26.398666 101.392525 -128.647945 3827.537359 -7.731 0.000 2.578397 3.267089 1.426 n/a n/a
118 1000.00 1158.36 96.603579 0.9983283428421145 0.998736 -1194877.780832 275.712084 39.363746 146.028483 -598.895695 5686.293870 -8.055 0.000 2.453125 3.244797 1.781 n/a n/a
146 4000.00 1118.59 75.274597 0.9924909768839162 0.994265 -925709.327071 217.171367 30.298591 112.317166 -410.334395 4608.866613 -8.553 0.000 2.479993 3.253013 1.823 n/a n/a
147 7000.00 1145.92 69.564484 0.9929811983293353 0.994525 -844340.622159 203.274101 27.327450 103.613198 -251.125652 4005.790607 -8.208 0.000 2.541638 3.263411 1.609 n/a n/a
138 10000.00 1183.53 67.694070 0.9931473102191853 0.994589 -810726.689835 199.849020 26.227075 100.655969 -128.147836 3816.215296 -7.754 0.000 2.577335 3.268546 1.431 n/a n/a
147 4000.00 1116.58 74.709624 0.9925669935518555 0.994329 -918945.324196 215.554995 30.089567 111.437372 -409.185410 4593.236235 -8.579 0.000 2.478508 3.254465 1.830 n/a n/a
119 1000.00 1156.35 96.441868 0.9983376823593478 0.998743 -1193198.784961 275.073078 39.299214 145.735952 -598.137106 5678.849653 -8.080 0.000 2.453044 3.246122 1.793 n/a n/a
148 7000.00 1143.92 69.076411 0.9930511943945090 0.994585 -838597.805842 201.856525 27.148627 102.851992 -250.337971 3993.028922 -8.233 0.000 2.540456 3.264895 1.616 n/a n/a
120 1000.00 1154.35 96.281329 0.9983469594418209 0.998751 -1191534.338968 274.437727 39.235107 145.445623 -597.380141 5671.440314 -8.104 0.000 2.452966 3.247455 1.806 n/a n/a
148 4000.00 1114.58 74.154575 0.9926422934746003 0.994393 -912304.494514 213.966174 29.884180 110.573195 -408.049571 4577.828026 -8.605 0.000 2.477031 3.255929 1.837 n/a n/a
139 10000.00 1181.54 67.230373 0.9932156892767768 0.994647 -805346.825307 198.486314 26.058339 99.931945 -127.656981 3805.050746 -7.778 0.000 2.576281 3.270011 1.436 n/a n/a
149 7000.00 1141.92 68.596602 0.9931205675760433 0.994644 -832956.042620 200.462186 26.972802 102.103826 -249.560645 3980.441288 -8.257 0.000 2.539282 3.266389 1.622 n/a n/a
121 1000.00 1152.35 96.121950 0.9983561741940162 0.998758 -1189884.311730 273.805992 39.171423 145.157475 -596.624786 5664.065460 -8.129 0.000 2.452891 3.248797 1.818 n/a n/a
140 10000.00 1179.54 66.774453 0.9932834448502881 0.994705 -800060.663725 197.145742 25.892398 99.220197 -127.175191 3794.040351 -7.801 0.000 2.575235 3.271487 1.442 n/a n/a
149 4000.00 1112.57 73.609240 0.9927168861160921 0.994455 -905784.200463 212.404304 29.682352 109.724299 -406.926599 4562.637079 -8.631 0.000 2.475564 3.257404 1.844 n/a n/a
150 7000.00 1139.93 68.124889 0.9931893220309547 0.994702 -827413.271579 199.090601 26.799914 101.368432 -248.793465 3968.024020 -8.282 0.000 2.538115 3.267894 1.628 n/a n/a
122 1000.00 1150.35 95.963721 0.9983653267155834 0.998766 -1188248.573250 273.177837 39.108157 144.871488 -595.871027 5656.724702 -8.153 0.000 2.452819 3.250146 1.830 n/a n/a
141 10000.00 1177.54 66.326154 0.9933505791170234 0.994763 -794866.304512 195.826846 25.729197 98.520474 -126.702284 3783.180830 -7.825 0.000 2.574196 3.272971 1.447 n/a n/a
151 7000.00 1137.93 67.661109 0.9932574618116503 0.994760 -821967.481367 197.741301 26.629902 100.645550 -248.036228 3955.773522 -8.307 0.000 2.536957 3.269410 1.634 n/a n/a
150 4000.00 1110.57 73.073411 0.9927907806510716 0.994517 -899381.874950 210.868806 29.484006 108.890359 -405.816224 4547.658618 -8.657 0.000 2.474106 3.258892 1.851 n/a n/a
142 10000.00 1175.55 65.885321 0.9934170942874282 0.994820 -789761.890840 194.529182 25.568678 97.832530 -126.238082 3772.468979 -7.849 0.000 2.573165 3.274465 1.453 n/a n/a
123 1000.00 1148.34 95.806632 0.9983744171035740 0.998773 -1186626.994643 272.553224 39.045306 144.587642 -595.118849 5649.417653 -8.178 0.000 2.452750 3.251504 1.843 n/a n/a
152 7000.00 1135.93 67.205102 0.9933249908799059 0.994817 -816616.708740 196.413829 26.462709 99.934926 -247.288735 3943.686282 -8.332 0.000 2.535805 3.270936 1.640 n/a n/a
151 4000.00 1108.56 72.546888 0.9928639859952998 0.994579 -893095.019021 209.359111 29.289070 108.071056 -404.718183 4532.887995 -8.683 0.000 2.472657 3.260391 1.859 n/a n/a
143 10000.00 1173.55 65.451805 0.9934829926096659 0.994876 -784745.608469 193.252315 25.410790 97.156128 -125.782411 3761.901670 -7.872 0.000 2.572142 3.275969 1.458 n/a n/a
124 1000.00 1146.34 95.650671 0.9983834454499719 0.998781 -1185019.448116 271.932119 38.982865 144.305916 -594.368239 5642.143931 -8.203 0.000 2.452684 3.252870 1.855 n/a n/a
152 4000.00 1106.56 72.029474 0.9929365108222021 0.994640 -886921.199631 207.874668 29.097470 107.266082 -403.632221 4518.320683 -8.709 0.000 2.471216 3.261901 1.866 n/a n/a
153 7000.00 1133.93 66.756710 0.9933919131169202 0.994874 -811359.037172 195.107739 26.298277 99.236311 -246.550793 3931.758873 -8.358 0.000 2.534662 3.272473 1.647 n/a n/a
153 4000.00 1104.56 71.520981 0.9930083635883697 0.994700 -880858.047512 206.414941 28.909137 106.475135 -402.558088 4503.952273 -8.735 0.000 2.469786 3.263424 1.873 n/a n/a
144 10000.00 1171.55 65.025459 0.9935482763736210 0.994932 -779815.684632 191.995821 25.255477 96.491034 -125.335099 3751.475846 -7.896 0.000 2.571127 3.277483 1.464 n/a n/a

154 7000.00 1131.93 66.315783 0.9934582323434143 0.994930 -806192.595505 193.822593 26.136552 98.549463 -245.822213 3919.987948 -8.383 0.000 2.533527 3.274021 1.653 n/a n/a
126 1000.00 1142.34 95.342092 0.9984013163634309 0.998795 -1181845.945513 270.700285 38.859201 143.748744 -592.871667 5627.694951 -8.252 0.000 2.452559 3.255628 1.880 n/a n/a
155 7000.00 1129.93 65.882170 0.9935239523356497 0.994986 -801115.556668 192.557966 25.977477 97.874146 -245.102810 3908.370239 -8.408 0.000 2.532400 3.275580 1.659 n/a n/a
145 10000.00 1169.55 64.606139 0.9936129479149326 0.994987 -774970.386946 190.759284 25.102688 95.837019 -124.895981 3741.188523 -7.920 0.000 2.570120 3.279006 1.470 n/a n/a
154 4000.00 1102.55 71.021221 0.9930795525544718 0.994759 -874903.255136 204.979406 28.724002 105.697922 -401.495541 4489.778473 -8.762 0.000 2.468364 3.264959 1.881 n/a n/a
127 1000.00 1140.34 95.189453 0.9984101590934141 0.998802 -1180279.739181 270.089486 38.797970 143.473260 -592.125678 5620.518942 -8.277 0.000 2.452501 3.257020 1.892 n/a n/a
156 7000.00 1127.93 65.455727 0.9935890768380262 0.995041 -796126.136443 191.313443 25.821002 97.210129 -244.392405 3896.902553 -8.433 0.000 2.531281 3.277150 1.666 n/a n/a
146 10000.00 1167.56 64.193704 0.9936770096244100 0.995041 -770208.022372 189.542299 24.952374 95.193862 -124.464894 3731.036783 -7.944 0.000 2.569122 3.280539 1.475 n/a n/a
155 4000.00 1100.55 70.530014 0.9931500858050761 0.994818 -869054.574768 203.567555 28.541999 104.934157 -400.444345 4475.795102 -8.788 0.000 2.466953 3.266506 1.888 n/a n/a
128 1000.00 1138.33 95.037900 0.9984189401073258 0.998810 -1178727.064386 269.482052 38.737134 143.199817 -591.381201 5613.374758 -8.302 0.000 2.452446 3.258421 1.905 n/a n/a
157 7000.00 1125.93 65.036311 0.9936536095793066 0.995095 -791222.592282 190.088617 25.667073 96.557186 -243.690822 3885.581771 -8.459 0.000 2.530171 3.278731 1.672 n/a n/a
147 10000.00 1165.56 63.788020 0.9937404639485867 0.995095 -765526.936196 188.344470 24.804483 94.561343 -124.041681 3721.017776 -7.968 0.000 2.568131 3.282082 1.481 n/a n/a
129 1000.00 1136.33 94.887424 0.9984276594758504 0.998817 -1177187.798569 268.877949 38.676690 142.928396 -590.638225 5606.262033 -8.327 0.000 2.452394 3.259831 1.917 n/a n/a
156 4000.00 1098.54 70.047184 0.9932199712673171 0.994876 -863309.816595 202.178891 28.363064 104.183563 -399.404269 4461.998084 -8.815 0.000 2.465550 3.268066 1.896 n/a n/a
158 7000.00 1123.93 64.623784 0.9937175542847567 0.995149 -786403.222170 188.883092 25.515640 95.915097 -242.997889 3874.404848 -8.484 0.000 2.529069 3.280324 1.678 n/a n/a
130 1000.00 1134.33 94.738013 0.9984363172638224 0.998824 -1175661.820173 268.277141 38.616634 142.658978 -589.896734 5599.180400 -8.353 0.000 2.452344 3.261250 1.930 n/a n/a
159 7000.00 1121.93 64.218010 0.9937809146917994 0.995203 -781666.363536 187.696480 25.366654 95.283646 -242.313438 3863.368807 -8.510 0.000 2.527975 3.281927 1.685 n/a n/a

160 7000.00 1119.93 63.818858 0.9938436945626613 0.995256 -777010.392207 186.528405 25.220066 94.662623 -241.637308 3852.470741 -8.536 0.000 2.526890 3.283542 1.691 n/a n/a
131 1000.00 1132.33 94.589659 0.9984449135336275 0.998831 -1174149.008624 267.679595 38.556963 142.391545 -589.156717 5592.129498 -8.378 0.000 2.452297 3.262679 1.942 n/a n/a
158 4000.00 1094.53 69.105975 0.9933578298997014 0.994991 -852123.586586 199.469203 28.014143 102.720806 -397.356586 4434.947334 -8.868 0.000 2.462775 3.271221 1.911 n/a n/a
149 10000.00 1161.56 62.996365 0.9938655605456491 0.995202 -756402.165984 186.004741 24.515782 93.327376 -123.218257 3701.366883 -8.016 0.000 2.566175 3.285198 1.492 n/a n/a
161 7000.00 1117.93 63.426197 0.9939058976964495 0.995308 -772433.721400 185.378496 25.075830 94.051823 -240.969337 3841.707807 -8.561 0.000 2.525813 3.285168 1.698 n/a n/a
159 4000.00 1092.53 68.647265 0.9934258183303440 0.995048 -846678.009079 198.147249 27.844037 102.008123 -396.348550 4421.685965 -8.895 0.000 2.461402 3.272818 1.918 n/a n/a
150 10000.00 1159.57 62.610136 0.9939272080448941 0.995254 -751955.355515 184.862094 24.374878 92.725516 -122.817748 3691.729615 -8.041 0.000 2.565209 3.286771 1.498 n/a n/a
132 1000.00 1130.32 94.442350 0.9984534483454650 0.998838 -1172649.244319 267.085277 38.497673 142.126076 -588.418160 5585.108968 -8.403 0.000 2.452253 3.264116 1.955 n/a n/a
151 10000.00 1157.57 62.230139 0.9939882586247781 0.995306 -747583.568774 183.737106 24.236211 92.133473 -122.424514 3682.214310 -8.065 0.000 2.564252 3.288354 1.504 n/a n/a
162 7000.00 1115.93 63.039902 0.9939675279442256 0.995360 -767934.800763 184.246393 24.933899 93.451046 -240.309371 3831.077230 -8.587 0.000 2.524745 3.286806 1.705 n/a n/a
161 4000.00 1088.52 67.752842 0.9935599509652986 0.995159 -836072.051570 195.566884 27.512240 100.618888 -394.363048 4395.672866 -8.948 0.000 2.458687 3.276048 1.934 n/a n/a
163 7000.00 1113.93 62.659848 0.9940285892192433 0.995411 -763512.115443 183.131743 24.794229 92.860095 -239.657256 3820.576294 -8.613 0.000 2.523685 3.288455 1.711 n/a n/a

152 10000.00 1155.57 61.856250 0.9940487150927938 0.995357 -743285.328641 182.629426 24.099737 91.551051 -122.038414 3672.818428 -8.089 0.000 2.563304 3.289948 1.510 n/a n/a
162 4000.00 1086.52 67.316823 0.9936261100228969 0.995214 -830907.868951 194.307612 27.350437 99.941855 -393.385185 4382.914066 -8.975 0.000 2.457344 3.277683 1.941 n/a n/a
164 7000.00 1111.93 62.285916 0.9940890855084127 0.995462 -759164.185203 182.034202 24.656775 92.278778 -239.012845 3810.202349 -8.639 0.000 2.522635 3.290116 1.718 n/a n/a
153 10000.00 1153.58 61.488352 0.9941085803514720 0.995408 -739059.190915 181.538708 23.965413 90.978061 -121.659311 3663.539483 -8.114 0.000 2.562363 3.291552 1.516 n/a n/a

163 4000.00 1084.51 66.888068 0.9936916740855295 0.995268 -825833.761155 193.068392 27.191292 99.276232 -392.416990 4370.315865 -9.002 0.000 2.456012 3.279330 1.949 n/a n/a
154 10000.00 1151.58 61.126326 0.9941678573850663 0.995458 -734903.743518 180.464614 23.833197 90.414317 -121.287069 3654.375043 -8.138 0.000 2.561432 3.293167 1.522 n/a n/a
164 4000.00 1082.51 66.466433 0.9937566505266461 0.995322 -820847.943582 191.848818 27.034751 98.621792 -391.458276 4357.874947 -9.030 0.000 2.454690 3.280989 1.957 n/a n/a
135 1000.00 1124.32 92.196151 0.9878662475451978 0.987282 -1145727.768101 260.258144 37.687389 138.218354 -712.688278 5587.298096 -8.479 0.000 2.447788 2.333930 1.992 n/a n/a
155 10000.00 1149.58 60.770058 0.9942265492841735 0.995507 -730817.605719 179.406815 23.703047 89.859637 -120.921558 3645.322733 -8.163 0.000 2.560509 3.294792 1.528 n/a n/a
166 7000.00 1107.93 61.555948 0.9942083995348640 0.995562 -750686.836973 179.889110 24.388345 91.144305 -237.746556 3789.825116 -8.691 0.000 2.520560 3.293474 1.731 n/a n/a
165 4000.00 1080.50 66.051781 0.9938210467242646 0.995375 -815948.675995 190.648497 26.880764 97.978315 -390.508861 4345.588078 -9.057 0.000 2.453378 3.282662 1.965 n/a n/a
136 1000.00 1122.31 91.077874 0.9880642934865145 0.987510 -1131959.063760 257.026040 37.244806 136.454761 -703.364304 5527.797070 -8.505 0.000 2.446757 2.336883 2.007 n/a n/a
157 10000.00 1145.59 60.074353 0.9943421905306037 0.995605 -722847.888276 177.338821 23.448787 88.776766 -120.210217 3627.545261 -8.212 0.000 2.558689 3.298074 1.540 n/a n/a
167 7000.00 1105.93 61.199683 0.9942672257334503 0.995611 -746554.624049 178.840908 24.257287 90.590787 -237.124398 3779.816818 -8.717 0.000 2.519536 3.295170 1.738 n/a n/a

166 4000.00 1078.50 65.643972 0.9938848700832580 0.995427 -811134.261314 189.467045 26.729280 97.345585 -389.568567 4333.452104 -9.084 0.000 2.452077 3.284347 1.973 n/a n/a
158 10000.00 1143.59 59.734700 0.9943991465732354 0.995653 -718961.697304 176.328002 23.324598 88.248231 -119.864138 3618.815604 -8.237 0.000 2.557792 3.299731 1.546 n/a n/a
138 1000.00 1118.31 88.934901 0.9884456704851035 0.987949 -1105601.648463 250.828790 36.397025 133.076287 -685.642503 5413.807598 -8.556 0.000 2.444693 2.342858 2.037 n/a n/a
168 7000.00 1103.93 60.849085 0.9943255038863257 0.995659 -742491.574792 177.808515 24.128279 90.046180 -236.509384 3769.925484 -8.743 0.000 2.518521 3.296879 1.745 n/a n/a
167 4000.00 1076.49 65.242876 0.9939481280477752 0.995479 -806403.044456 188.304087 26.580251 96.723391 -388.637222 4321.463953 -9.112 0.000 2.450786 3.286046 1.981 n/a n/a
159 10000.00 1141.59 59.400372 0.9944555308778724 0.995700 -715139.591901 175.332231 23.202320 87.728075 -119.524294 3610.189087 -8.262 0.000 2.556904 3.301399 1.552 n/a n/a
139 1000.00 1116.31 87.907748 0.9886293905818115 0.988161 -1092981.842487 247.856630 35.990840 131.457502 -677.215804 5359.184467 -8.582 0.000 2.443661 2.345882 2.052 n/a n/a
169 7000.00 1101.94 60.504045 0.9943832385329624 0.995708 -738496.369872 176.791625 24.001283 89.510314 -235.901380 3760.148750 -8.770 0.000 2.517514 3.298600 1.752 n/a n/a
160 10000.00 1139.60 59.071268 0.9945113470768749 0.995747 -711380.337339 174.351214 23.081915 87.216133 -119.190566 3601.663582 -8.286 0.000 2.556024 3.303079 1.558 n/a n/a
170 7000.00 1099.94 60.164459 0.9944404343604345 0.995755 -734567.719929 175.789937 23.876259 88.983021 -235.300258 3750.484301 -8.796 0.000 2.516517 3.300333 1.759 n/a n/a
169 4000.00 1072.49 64.460304 0.9940729778248001 0.995582 -797183.787303 186.032202 26.289366 95.509797 -386.800707 4297.919208 -9.167 0.000 2.448237 3.289482 1.997 n/a n/a

161 10000.00 1137.60 58.747288 0.9945665989243917 0.995794 -707682.726102 173.384663 22.963347 86.712249 -118.862841 3593.237012 -8.311 0.000 2.555154 3.304769 1.564 n/a n/a
171 7000.00 1097.94 59.830224 0.9944970962004251 0.995802 -730704.364907 174.803160 23.753172 88.464140 -234.705893 3740.929875 -8.823 0.000 2.515529 3.302078 1.766 n/a n/a
141 1000.00 1112.30 85.936441 0.9889837909409313 0.988569 -1068788.330221 242.149061 35.211608 128.351834 -661.165031 5254.371290 -8.634 0.000 2.441596 2.352003 2.083 n/a n/a
170 4000.00 1070.48 64.078579 0.9941345848394427 0.995633 -792692.637109 184.922571 26.147419 94.918002 -385.895212 4286.356845 -9.194 0.000 2.446978 3.291219 2.005 n/a n/a
172 7000.00 1095.94 59.501239 0.9945532290597892 0.995849 -726905.073405 173.831006 23.631984 87.953509 -234.118161 3731.483263 -8.849 0.000 2.514550 3.303836 1.773 n/a n/a
162 10000.00 1135.60 58.428334 0.9946212902988866 0.995840 -704045.577278 172.432296 22.846582 86.216267 -118.541007 3584.907344 -8.337 0.000 2.554292 3.306471 1.570 n/a n/a
171 4000.00 1068.48 63.703066 0.9941956568802616 0.995683 -788278.462951 183.830027 26.007742 94.335954 -384.998017 4274.930763 -9.222 0.000 2.445731 3.292970 2.013 n/a n/a
142 1000.00 1110.30 84.990196 0.9891548024508672 0.988766 -1057188.139731 239.407674 34.837720 126.861623 -653.516952 5204.066866 -8.660 0.000 2.440563 2.355101 2.098 n/a n/a
163 10000.00 1133.60 58.114310 0.9946754252067014 0.995885 -700467.735957 171.493838 22.731585 85.728035 -118.224954 3576.672589 -8.362 0.000 2.553439 3.308183 1.576 n/a n/a
172 4000.00 1066.47 63.333649 0.9942562017773081 0.995732 -783939.804024 182.754238 25.870292 93.763466 -384.108969 4263.638255 -9.250 0.000 2.444494 3.294733 2.021 n/a n/a
143 1000.00 1108.30 84.068915 0.9893218950707011 0.988958 -1045902.449592 236.737482 34.473793 125.411082 -646.105559 5155.092524 -8.686 0.000 2.439530 2.358226 2.113 n/a n/a
173 4000.00 1064.47 62.970212 0.9943162274712003 0.995781 -779675.235519 181.694883 25.735028 93.200357 -383.227919 4252.476686 -9.278 0.000 2.443268 3.296510 2.029 n/a n/a
164 10000.00 1131.61 57.805123 0.9947290077869613 0.995930 -696948.072666 170.569020 22.618322 85.247405 -117.914576 3568.530801 -8.387 0.000 2.552595 3.309907 1.583 n/a n/a
174 7000.00 1091.94 58.859456 0.9935416966669772 0.995232 -719532.455733 171.911503 23.393959 86.925866 -232.899151 3710.711870 -8.903 0.000 2.511738 3.407870 1.790 n/a n/a
144 1000.00 1106.30 83.171678 0.9894852143071496 0.989146 -1034919.624307 234.135858 34.119459 123.998749 -638.920506 5107.398132 -8.712 0.000 2.438498 2.361378 2.129 n/a n/a
174 4000.00 1062.46 62.612645 0.9943757420178074 0.995830 -775483.367756 180.651648 25.601908 92.646452 -382.354722 4241.443486 -9.306 0.000 2.442053 3.298300 2.037 n/a n/a
165 10000.00 1129.61 57.500681 0.9947820423132419 0.995975 -693485.482809 169.657579 22.506760 84.774231 -117.609768 3560.480078 -8.412 0.000 2.551759 3.311643 1.589 n/a n/a
175 7000.00 1089.94 58.480540 0.9934432505515775 0.995187 -715240.922494 170.813052 23.260379 86.327439 -232.254575 3698.610208 -8.929 0.000 2.509765 3.424927 1.802 n/a n/a
145 1000.00 1104.29 82.297610 0.9896448985066877 0.989329 -1024228.600387 231.600304 33.774366 122.623233 -631.952029 5060.936069 -8.739 0.000 2.437467 2.364557 2.144 n/a n/a
175 4000.00 1060.46 62.260838 0.9944347536034578 0.995878 -771362.845352 179.624225 25.470892 92.101577 -381.489239 4230.536150 -9.334 0.000 2.440850 3.300102 2.046 n/a n/a
